2016-11-21|5976|14800|9114|16731|16099|17351|12116|15261|10656|12851|5974|61290
2016-11-22|6356|15564|8884|20802|17174|15246|14379|17702|15567|13468|5801|70587
2016-11-23|6007|17559|10662|23371|18439|16805|18674|19184|16429|15173|6414|78767
2016-11-24|6027|21182|11199|28967|20011|17744|21894|20740|18445|17501|7055|89627
2016-11-25|9511|38144|17434|46766|31819|30401|37369|35755|30053|29333|9512|147023
2016-11-26|13110|41829|24352|54591|35859|31628|39726|40557|31784|32710|13113|163633
2016-11-27|8599|23968|15290|34775|22278|21014|23621|27048|18205|18532|10367|100201
2016-11-28|7922|21886|13556|33660|20626|20667|23580|24517|18057|19172|7222|96217
2016-11-29|7882|19599|12075|28156|18797|16852|20230|20556|14496|15425|6253|79198
2016-11-30|9015|21810|13284|29803|20823|19627|19519|23799|15157|16909|7302|85386
2016-12-01|8738|21723|14045|30428|22210|20883|22020|23533|16375|17812|7563|90813
2016-12-02|9643|27410|15497|30753|26054|26435|24984|27439|19412|20240|9560|105563
2016-12-03|13884|41021|23417|47590|36669|36417|34763|40460|28574|31566|13873|154833
2016-12-04|9440|26730|16514|43785|24032|22609|28093|28786|18951|18492|12062|111140
2016-12-05|7387|22072|12813|27435|20943|20155|23419|23872|16929|19410|7770|92358
2016-12-06|7457|21054|12122|25965|20319|19004|19424|21916|15294|16853|6484|82618
2016-12-07|9212|23386|14340|30564|21400|22301|21019|23891|15737|17029|7579|88440
2016-12-08|8423|22293|13864|27926|22558|24595|22551|23536|16771|19517|8642|94269
2016-12-09|10661|25221|15651|35277|24517|27369|23478|26356|17280|20196|9285|103205
2016-12-10|12893|36985|20663|48248|35187|35848|34477|39065|25993|28930|13706|148228
2016-12-11|7966|21901|13977|33826|22891|22097|22645|27438|15878|18566|11268|98328
2016-12-12|8735|23748|14784|30071|24244|24777|21336|26685|17743|21168|7730|97842
2016-12-13|8342|22341|13350|28405|23219|23750|20387|25098|16179|19124|7195|91341
2016-12-14|7938|24360|13401|29429|23438|22875|24395|25596|17782|20765|7893|98029
2016-12-15|9059|28701|13810|29837|26740|27438|24531|30018|20108|23060|9680|109029
2016-12-16|10197|30077|16695|35404|28152|27991|28361|30270|20496|24734|10905|117910
2016-12-17|12118|39147|21944|46197|36748|37287|38314|42397|27868|32145|13721|156769
2016-12-18|8828|27273|15140|38326|25119|25441|28189|30982|19626|21887|12182|114857
2016-12-19|9563|30840|16804|36498|30826|31024|29082|35796|23987|28459|10731|128820
2016-12-20|8951|30137|15683|34515|29120|30261|33364|34091|24054|29996|11229|131732
2016-12-21|11073|32870|19144|35160|31796|32364|32778|35628|23474|29767|11732|133567
2016-12-22|11804|38363|20645|40367|35634|35347|36993|41468|27946|34900|13877|154814
2016-12-23|13647|39627|20887|42507|36180|36204|32429|47061|26672|33837|13783|151419
2016-12-24|9585|25475|15409|30935|25063|22930|23577|33492|15933|22356|10946|102010
2016-12-25|489|826|565|2475|1013|481|602|407|1147|0|741|4263
2016-12-26|10927|31218|14157|37750|28450|27376|27116|37157|20434|0|11361|96031
2016-12-27|12442|36033|21428|45693|32616|32108|32709|37764|24655|33637|13200|147195
2016-12-28|10197|35961|16247|41143|31921|29920|29305|35323|25723|31363|12235|139886
2016-12-29|10017|34293|17650|46029|29826|27924|31384|33073|22669|29381|12362|135625
2016-12-30|12489|34770|19279|42156|29182|27112|28781|32527|20632|26098|12284|127282
2016-12-31|7954|23738|14013|30133|21792|18521|19943|23526|12525|16619|10017|87196
